Subject,Style,Trial,Jump Height (Impulse),sqrt JH,Jump Height (Flight),Bodyweight,GRF Impulse (Normalized),Net Impulse (Normalized),Concentric GRF Impulse (Normalized),Concentric Net Impulse (Normalized),GRF_Max (Normalized),Net F_Max (Normalized),GRF at Bottom (Normalized),Average Power (Normalized),Peak Power (Normalized),Depth,Contact Time,RSI (Impulse),RSI (Flight)
17,ST,5,0.132955109,0.364630099,0.163311368,76.43678904,7.525014882,4.484953382,3.213310084,1.624632784,58.14791615,48.34126615,28.77344833,0.019887188,0.033573268,0.229054324,0.31,0.428887447,0.526810865
18,SF,1,0.237914472,0.487764771,0.281255948,76.48697872,10.23760989,5.030278742,4.742133315,2.172791015,32.39767136,22.59102136,24.05599006,0.022578959,0.040206172,0.445672085,0.531,0.448049853,0.529672218
18,SF,2,0.277732915,0.527003714,0.312617615,76.34812454,10.53887348,5.20405588,4.983007013,2.335211513,32.2523967,22.4457467,23.89318678,0.024969164,0.042895942,0.444593997,0.544,0.510538447,0.574664733
18,SF,3,0.28262753,0.531627247,0.317589586,76.56407062,10.92219573,5.224532077,5.350882361,2.369660761,27.25730206,17.45065206,27.24724512,0.024289429,0.042010873,0.485228375,0.581,0.486450138,0.546625794
18,SF,4,0.228401785,0.477913993,0.265055362,76.53626727,9.988044195,4.986652695,4.63825932,2.12775692,30.14009021,20.33344021,22.80840264,0.022397749,0.040894576,0.417364612,0.51,0.447846637,0.519716396
18,SF,5,0.272308527,0.521831895,0.289536438,76.42479297,10.67287549,5.181151493,5.1452528,2.31113095,33.0121928,23.2055428,23.89316253,0.02411,0.041925529,0.442552284,0.56,0.486265226,0.517029353
18,SS,1,0.179208163,0.423329851,0.265055362,76.32221156,9.736501273,4.744916423,4.063135406,1.886059106,35.11677591,25.31012591,21.20287092,0.01986772,0.036298886,0.424006316,0.509,0.352078906,0.52073745
18,SS,2,0.201471481,0.448855746,0.260514883,76.65267075,9.888774162,4.857962712,4.479824012,1.998741562,36.18047451,26.37382451,21.61216281,0.020434244,0.037897929,0.411230753,0.513,0.392731932,0.507826283
18,SS,3,0.234223234,0.48396615,0.258259354,76.13620651,10.02465397,5.013455822,4.722116671,2.152774371,33.71497107,23.90832107,22.95373095,0.022286284,0.040390647,0.385016104,0.511,0.458362492,0.505399909
18,SS,4,0.210371761,0.458663015,0.239483296,76.75054318,9.14767552,4.90139607,4.16600094,2.03795789,40.56336113,30.75671113,23.01925077,0.022841007,0.041584152,0.321956161,0.433,0.485847024,0.553079206
18,SS,5,0.225205251,0.474557953,0.278912158,76.53301163,10.12028109,4.971789836,4.732890387,2.104708187,33.7322411,23.9255911,22.91834547,0.022147874,0.039724187,0.399644677,0.525,0.428962384,0.531261254
18,ST,1,0.214283873,0.462908061,0.247128806,76.50515745,8.009290817,4.920196067,3.639051396,2.060180746,46.77292511,36.96627511,31.87811229,0.027097284,0.04451652,0.255859381,0.315,0.680266264,0.784535892
18,ST,2,0.195431009,0.442075796,0.257135266,76.56064221,7.73070481,4.82793641,3.385638789,1.983287839,48.28185727,38.47520727,36.49107321,0.027027071,0.045210912,0.257299653,0.296,0.660239896,0.868700224
18,ST,3,0.149116879,0.386156547,0.15886773,76.49410657,8.01261486,4.58028736,3.523894743,1.719471143,46.68542663,36.87877663,27.46250782,0.020466396,0.035646237,0.254254429,0.35,0.426048225,0.4539078
18,ST,4,0.317439471,0.56341767,0.365439909,65.00248077,8.120990672,5.365322022,3.914833357,2.512482407,74.94975487,65.14310487,34.27392268,0.038027856,0.063534236,0.193089006,0.281,1.129677833,1.300497897
18,ST,5,0.318481337,0.564341507,0.3548095,65.18424095,7.889722462,5.369413412,3.834131706,2.520040606,40.7925284,30.9858784,40.7925284,0.039806026,0.064518085,0.203438393,0.257,1.239226993,1.380581713
19,SF,1,0.434085701,0.658851805,0.45463752,64.29959479,10.89723492,5.787970275,5.625474098,2.918838698,29.99085774,20.18420774,29.91651823,0.033804218,0.058981803,0.435899889,0.521,0.83317793,0.872624798
19,SF,2,0.413092813,0.642722968,0.462133478,65.10078006,10.83561194,5.716540644,5.641071116,2.855982516,31.31851874,21.51186874,31.05185526,0.032620522,0.054826889,0.444618975,0.522,0.791365543,0.885313176
19,SF,3,0.496243351,0.704445421,0.516321348,64.99553925,11.16780149,5.989890289,5.924156095,3.129260845,29.063533,19.256883,29.06014815,0.035446963,0.063471173,0.424555894,0.528,0.939854831,0.977881342
19,SF,4,0.437760119,0.66163443,0.465149023,65.15753862,11.64505706,5.800293659,5.936653275,2.935818375,28.00458763,18.19793763,27.99292359,0.031955968,0.055765853,0.50245974,0.596,0.734496844,0.780451381
19,SF,5,0.409649482,0.640038657,0.442771473,65.4405285,11.08850351,5.704652661,5.762208048,2.849632998,27.60323062,17.79658062,27.15427336,0.030411949,0.056160378,0.436905816,0.549,0.74617392,0.806505416
19,SS,1,0.449794171,0.67066696,0.50210048,64.97506023,10.45922809,5.840295938,5.413180977,2.971325127,30.60297279,20.79632279,30.08939111,0.035769681,0.059425991,0.402355981,0.471,0.954977009,1.066030743
19,SS,2,0.440381216,0.663612248,0.478840332,64.85382241,10.7712177,5.809052802,5.685711363,2.959462663,31.48804379,21.68139379,31.4747832,0.034697267,0.056554458,0.430615321,0.506,0.870318608,0.946324767
19,SS,3,0.457416169,0.67632549,0.509976446,64.92576153,10.11163527,5.865355817,5.301081064,3.006324964,31.0499246,21.2432746,30.32971741,0.037402638,0.062807273,0.353506606,0.433,1.05638838,1.177774702
19,SS,4,0.495674793,0.704041755,0.522705477,65.26091616,10.36186848,5.988102578,5.618148757,3.137066307,32.17423419,22.36758419,31.33590701,0.038215625,0.063456861,0.34447197,0.446,1.111378459,1.171985376
19,SS,5,0.460373125,0.678508014,0.617941533,65.30454036,11.15099924,5.87502154,5.722761739,3.016126339,33.15787827,23.35122827,32.27187556,0.035081436,0.056411337,0.530435426,0.538,0.855712128,1.14859021
19,ST,1,0.247623466,0.497617791,0.281255948,65.04952662,7.123504568,5.073914718,3.331201183,2.232856383,61.03918363,51.23253363,45.65336836,0.036736222,0.058576155,0.15320068,0.209,1.184801271,1.345722238
19,ST,2,0.324748939,0.569867475,0.349553136,65.00705086,7.99264846,5.39388621,3.959585331,2.527814431,67.77341752,57.96676752,36.86538565,0.038914338,0.064513744,0.173356531,0.265,1.225467693,1.319068437
19,ST,3,0.320463513,0.566094968,0.360105091,64.80359546,7.505221995,5.377178945,3.678198537,2.530820487,63.77763411,53.97098411,52.78025048,0.044476182,0.073794944,0.162559523,0.217,1.476790381,1.659470467
19,ST,4,0.23556706,0.485352511,0.239483296,79.57326672,7.775264238,5.019595588,3.565979527,2.163628577,47.95655824,38.14990824,37.24793668,0.031095076,0.052097034,0.233905747,0.281,0.838316938,0.852253724
19,ST,5,0.210219516,0.458497019,0.23732093,81.01222519,7.793622672,4.900660922,3.656053321,2.047762721,50.67383336,40.86718336,38.08499264,0.028510135,0.053001649,0.224348659,0.295,0.712608528,0.804477729
20,SF,1,0.335879706,0.579551297,0.3548095,80.39346749,9.496725963,5.436772863,4.708801061,2.580758011,28.6967346,18.8900846,28.11733429,0.031066267,0.052321964,0.324469172,0.414,0.811303637,0.857027779
20,SF,2,0.371037603,0.60912856,0.378948569,80.94141082,10.38282656,5.56776141,5.418528669,2.711893269,29.1785129,19.3718629,29.01567907,0.030613834,0.051452097,0.367298912,0.491,0.755677399,0.771789347
20,SF,3,0.392564705,0.626549842,0.413792823,80.79754952,10.68553298,5.644914878,5.478465345,2.781636595,32.33365387,22.52700387,31.42793333,0.03233482,0.051450898,0.447342887,0.514,0.763744563,0.805044402
20,SF,4,0.362588388,0.602153127,0.373515685,80.82701627,10.65594067,5.536869371,5.4616108,2.6765222,34.50566566,24.69901566,32.95111119,0.030676768,0.047872239,0.454005696,0.522,0.694613769,0.71554729
20,SF,5,0.309349538,0.556191997,0.356129721,80.846855,10.6387194,5.333321753,5.255814898,2.480532948,30.66736486,20.86071486,30.58288414,0.028146581,0.043781347,0.4850645,0.541,0.571810606,0.658280445
20,SS,1,0.342310773,0.585073306,0.388550505,80.6634416,10.50184623,5.46122813,5.220936048,2.592753848,29.09347721,19.28682721,28.90218857,0.029508292,0.050184733,0.440910255,0.514,0.665974266,0.755934836
20,SS,2,0.314010993,0.560366838,0.349553136,80.40596495,10.18648928,5.35181083,4.968923578,2.487841128,28.61914538,18.81249538,28.30374589,0.0284771,0.047740216,0.435588867,0.493,0.636939134,0.70903273
20,SS,3,0.355766875,0.596461964,0.383048975,80.51021992,10.62092963,5.511664977,5.413511048,2.648035748,31.35179611,21.54514611,31.15877714,0.030380724,0.04898338,0.432437559,0.521,0.682853887,0.735218762
20,SS,4,0.285097759,0.533945464,0.366779742,80.94826765,10.55000304,5.234798743,5.172866291,2.377971041,31.30826729,21.50161729,31.28751329,0.02700211,0.043776794,0.499154757,0.542,0.526010626,0.676715392
20,SS,5,0.445916223,0.667769588,0.450169365,80.63715934,10.90730908,5.827464376,5.74267588,2.96739393,35.14483922,25.33818922,34.75928496,0.034933547,0.053962685,0.452092133,0.518,0.86084213,0.869052828
20,ST,1,0.225574528,0.474946869,0.316342916,80.68924279,7.631114368,4.973512218,3.462084292,2.108766592,46.03091901,36.22426901,37.25217757,0.030546482,0.05078288,0.22474247,0.271,0.832378331,1.167317032
20,ST,2,0.212983539,0.461501397,0.241655469,80.79802042,7.895187984,4.913966384,3.66509264,2.05680204,46.00842917,36.20177917,35.58861944,0.027821925,0.04809024,0.242010515,0.304,0.700603747,0.794919307
20,ST,3,0.313234198,0.559673296,0.327651209,80.42514984,8.918359946,5.348739346,4.355819488,2.492555988,42.88782808,33.08117808,30.46646484,0.032340218,0.053694886,0.293076135,0.364,0.860533511,0.900140684
20,ST,4,0.188923427,0.434653226,0.21315857,83.11471403,8.080291894,4.795064144,3.646801635,1.930637885,43.61971334,33.81306334,29.28675179,0.024274661,0.043067176,0.240713428,0.335,0.563950527,0.636294239
20,ST,5,0.19749994,0.444409653,0.225603209,83.1392753,8.368666344,4.838272344,3.801622866,1.977585966,36.87102142,27.06437142,26.27254077,0.024176829,0.043689885,0.264740341,0.36,0.548610945,0.626675581
21,SF,1,0.401074809,0.633304673,0.465149023,82.12389542,10.10743573,5.674829932,5.055796159,2.810073309,29.86767722,20.06102722,29.70292614,0.034710908,0.059228263,0.414449299,0.452,0.887333648,1.029090758
21,SF,2,0.419385554,0.647599841,0.474254497,81.88104712,10.27861776,5.738138808,5.214707005,2.880724305,30.42682144,20.62017144,29.32546767,0.03466882,0.060973658,0.420764315,0.463,0.905800334,1.02430777
21,SF,3,0.38457245,0.620139057,0.457628548,81.82966833,10.29429554,5.616523493,5.156781625,2.763959025,30.0871316,20.2804816,27.92727927,0.031919459,0.057904654,0.440025844,0.477,0.806231552,0.95938899
21,SF,4,0.426557376,0.653113601,0.484989102,82.10218325,10.52858944,5.762557545,5.360913468,2.899444318,31.03486289,21.22821289,29.80030376,0.034574147,0.059115979,0.455075123,0.486,0.877690074,0.997919962
21,SF,5,0.438895369,0.662491788,0.521105768,82.01199766,10.37398953,5.80409063,5.382088568,2.940232718,30.15449045,20.34784045,29.51641308,0.03545519,0.059620102,0.401546763,0.466,0.941835555,1.11825272
21,SS,1,0.384468899,0.620055561,0.431062333,81.97303162,9.911466417,5.616153717,5.057600003,2.762843903,34.46999512,24.66334512,29.2213177,0.032904126,0.05752831,0.368693393,0.438,0.877782875,0.984160578
21,SS,2,0.421171613,0.648977359,0.45912774,82.16744509,9.578639559,5.744239409,4.950664519,2.891268019,33.09680612,23.29015612,32.35770562,0.037585381,0.061717613,0.325604841,0.391,1.07716525,1.174239743
21,SS,3,0.378794016,0.615462441,0.494285806,82.04650878,9.704798557,5.595812207,4.859584593,2.731541543,31.64327207,21.83662207,30.22834289,0.034453646,0.05854577,0.373756139,0.419,0.904042998,1.179679727
21,SS,4,0.425720848,0.652472871,0.43689729,82.22591108,9.643153351,5.759719951,5.11663385,2.90033095,36.8037272,26.9970772,30.47190316,0.036864979,0.062737568,0.286060316,0.396,1.075052647,1.103275985
21,SS,5,0.369126022,0.607557423,0.438362158,82.00087902,9.248103728,5.560803328,4.594074716,2.701391266,34.35475368,24.54810368,33.64549299,0.036058793,0.060394505,0.338660315,0.376,0.981718144,1.165856804
21,ST,1,0.257339583,0.50728649,0.381679721,82.60591968,7.480137046,5.116734396,3.491605337,2.255967437,47.39333471,37.58668471,44.21353838,0.036321982,0.06352605,0.205093718,0.241,1.067799101,1.583733284
21,ST,2,0.311680845,0.558283839,0.392702396,82.09569569,7.931541471,5.342585871,3.816915154,2.473404104,44.00023618,34.19358618,43.1433094,0.03980107,0.06561829,0.222540252,0.264,1.18060926,1.487509075
21,ST,3,0.32399475,0.569205367,0.405290457,81.89751842,8.02894279,5.39095394,3.896200534,2.523269534,43.09129346,33.28464346,43.07261158,0.040215478,0.065656159,0.229964383,0.269,1.204441448,1.506655974
21,ST,4,0.287785718,0.536456632,0.377586671,82.06010387,8.168301628,5.245919928,3.891001595,2.390584145,39.40514145,29.59849145,39.06807144,0.034993043,0.059459065,0.264061647,0.298,0.965723886,1.267069365
21,ST,5,0.315515882,0.561708004,0.366779742,81.69120713,7.92709274,5.35775044,3.896301342,2.503757042,48.44842106,38.64177106,43.52194226,0.039510533,0.065531382,0.211295128,0.262,1.204259091,1.399922681
22,SF,1,0.288750869,0.53735544,0.304011053,60.84875994,9.231400369,5.249900469,4.420953858,2.381170658,42.87630516,33.06965516,28.01667613,0.028983323,0.050988744,0.335703841,0.406,0.711209036,0.748795698
22,SF,2,0.311586458,0.5581993,0.322600784,60.98784449,9.294291424,5.342211474,4.554726558,2.475716758,42.95314947,33.14649947,28.01476285,0.030395064,0.053102337,0.313248045,0.403,0.77316739,0.800498224
22,SF,3,0.324979899,0.570070083,0.328919944,61.05106012,9.2586036,5.3947835,4.611969464,2.532959664,45.17841286,35.37176286,27.81098308,0.031391382,0.054360282,0.298222412,0.394,0.82482208,0.834822194
22,SF,4,0.276921184,0.526233013,0.315098697,61.36072862,9.015429533,5.200642683,4.315687263,2.334743963,35.60502049,25.79837049,28.00406772,0.028720972,0.050242343,0.315580985,0.389,0.711879651,0.810022357
22,SF,5,0.291289659,0.539712571,0.31385693,61.15030798,9.212419423,5.260339473,4.387934973,2.406991673,41.85310074,32.04645074,28.01326856,0.02956734,0.052002964,0.333040557,0.403,0.722803125,0.778801315
22,SS,1,0.356449165,0.597033638,0.3548095,61.14318352,9.858542691,5.514196741,5.133779056,2.652696606,37.01786315,27.21121315,26.89899193,0.030661648,0.053802847,0.302702632,0.443,0.804625654,0.80092438
22,SS,2,0.327117578,0.571941936,0.334019402,61.52949335,8.962887307,5.403073357,4.491349432,2.539826082,52.84295096,43.03630096,27.94058437,0.032408406,0.055477129,0.246564662,0.363,0.901150353,0.920163643
22,SS,3,0.336468666,0.580059192,0.366779742,61.05961083,9.567621821,5.439022171,4.793016136,2.576713236,38.22002742,28.41337742,28.02638236,0.030721343,0.052401372,0.329691789,0.421,0.799212983,0.87121079
22,SS,4,0.373084223,0.610806207,0.370813953,61.10711741,9.34094479,5.57519119,4.812563863,2.723747413,42.05369372,32.24704372,30.03430824,0.034198314,0.057711818,0.285038211,0.384,0.971573498,0.965661336
22,SS,5,0.40063347,0.632956136,0.374870229,60.57819637,9.164453768,5.673286368,4.790529223,2.809585923,47.80630942,37.99965942,33.09309488,0.037957146,0.061990747,0.253981494,0.356,1.125374916,1.05300626
22,ST,1,0.226005128,0.475399966,0.285972946,61.29721148,6.907428898,4.975518848,3.120395942,2.110310992,61.46038146,51.65373146,53.62870383,0.037234572,0.065036851,0.175398162,0.197,1.147234152,1.451639322
22,ST,2,0.172830481,0.415728855,0.249335302,60.85671102,6.486257611,4.711253961,2.763704811,1.861493011,65.12083768,55.31418768,57.5307134,0.032482503,0.058125729,0.170254507,0.181,0.954864534,1.377543105
22,ST,3,0.276401374,0.525738884,0.326384925,61.1555353,7.699150088,5.198454338,3.659374395,2.355089945,44.64142104,34.83477104,41.80161268,0.036537231,0.05955988,0.211904241,0.255,1.083926958,1.279940884
22,ST,4,0.28177776,0.53082743,0.334019402,61.19257369,7.780525581,5.220989931,3.709233103,2.375528703,50.27064257,40.46399257,43.01338939,0.036725574,0.059873605,0.220979897,0.261,1.079608275,1.279767825
22,ST,5,0.228758207,0.478286741,0.320090282,60.70420755,7.32228618,4.98830348,3.252895112,2.134937012,45.55779759,35.75114759,45.51743794,0.034476719,0.056200115,0.226009043,0.238,0.961168935,1.344917151
23,SF,1,0.230554314,0.480160717,0.249335302,74.3145089,9.380175289,4.996602739,4.505884247,2.142481597,47.84018696,38.03353696,27.58438467,0.02358852,0.039592584,0.340823051,0.447,0.515781463,0.557797096
23,SF,2,0.273591698,0.523059937,0.284790019,74.24664188,9.275963163,5.186590113,4.586750813,2.321414663,40.30108197,30.49443197,28.65382119,0.026748355,0.044748252,0.314109727,0.417,0.656095199,0.682949687
23,SF,3,0.259478096,0.509389925,0.275414862,74.47695884,9.45078251,5.12604986,4.675799071,2.273169821,35.46103441,25.65438441,30.6059758,0.025806664,0.042277383,0.351483424,0.441,0.588385706,0.624523496
23,SF,4,0.286526407,0.535281615,0.301574101,74.43207778,9.320282541,5.240716141,4.661666722,2.386523922,50.72530705,40.91865705,29.16833796,0.027683598,0.046252849,0.307613527,0.416,0.688765403,0.724937742
23,SF,5,0.259234739,0.509150998,0.28243152,74.43052618,9.420304423,5.124991723,4.578723307,2.264353907,40.39767222,30.59102222,29.6281662,0.025773006,0.042009681,0.354335667,0.438,0.591860134,0.644820822
23,SS,1,0.325940717,0.57091218,0.330191131,74.2059989,9.625179036,5.398512886,4.935990559,2.543167959,37.22596611,27.41931611,37.22596611,0.0304738,0.044933994,0.351104229,0.431,0.756242963,0.766104713
23,SS,2,0.282668251,0.531665544,0.311380751,74.41068406,9.676920782,5.224701682,4.809878911,2.368023061,34.66948372,24.86283372,34.4938369,0.027226228,0.042545438,0.386826692,0.454,0.622617293,0.685860685
23,SS,3,0.259845832,0.509750755,0.289536438,74.64222401,8.648235212,5.127647862,4.2269606,2.27543725,44.47362125,34.66697125,31.28805486,0.027776906,0.04699216,0.271618666,0.359,0.723804547,0.806508184
23,SS,4,0.292193265,0.54054904,0.311380751,74.39638094,9.529936686,5.264043936,4.866085023,2.424229173,41.25818973,31.45153973,40.96892835,0.028779306,0.040504776,0.374625664,0.435,0.671708655,0.715817818
23,SS,5,0.287842549,0.536509598,0.290729172,74.46771364,9.639533697,5.246154497,4.885475224,2.384779474,38.14941887,28.34276887,38.01110389,0.028451876,0.041017081,0.370554926,0.448,0.642505689,0.648949044
23,ST,1,0.216716451,0.465528142,0.269635068,74.35790613,7.226555695,4.931799595,3.295355098,2.089137148,55.53397366,45.72732366,42.56346318,0.032117195,0.054034681,0.2001894,0.234,0.926138681,1.152286614
23,ST,2,0.233488209,0.483206176,0.259385893,74.35265171,7.461752637,5.010090137,3.466556997,2.142659247,55.88610365,46.07945365,40.60635271,0.032024619,0.049997785,0.194427487,0.25,0.933952836,1.03754357
23,ST,3,0.201235981,0.448593336,0.236243424,74.41498991,7.887055427,4.856800577,3.671454103,2.004323603,49.74978838,39.94313838,34.66626822,0.026184109,0.043220941,0.23237642,0.309,0.651249129,0.764541826
23,ST,4,0.218481604,0.467420158,0.240568157,74.56620264,7.460487798,4.940178748,3.50261527,2.10026432,64.51206887,54.70541887,40.8404866,0.03017892,0.049813148,0.190256027,0.257,0.850122974,0.936062868
23,ST,5,0.188103809,0.43370936,0.265055362,73.8620327,7.193513305,4.790884055,3.154076479,1.938051879,47.54824463,37.74159463,42.04474053,0.028853002,0.047771892,0.202906989,0.245,0.76777065,1.081858621
24,SF,1,0.290486894,0.538968361,0.370813953,82.81985343,11.46465305,5.257043598,5.12301939,2.39677069,33.10546791,23.29881791,21.31964652,0.023407857,0.047307808,0.562351035,0.633,0.458905046,0.585804033
24,SF,2,0.274375795,0.52380893,0.372163593,82.98158855,11.68190947,5.189907169,5.153755881,2.329440681,22.07357116,12.26692116,20.53069879,0.022412663,0.046168924,0.626414932,0.662,0.414464947,0.562180655
24,SF,3,0.274565409,0.523989894,0.392702396,83.09585436,11.3885114,5.190708604,4.920648005,2.321885755,22.17872377,12.37207377,21.43211612,0.023267647,0.045762054,0.603193633,0.632,0.434438939,0.621364551
24,SF,4,0.279107582,0.528306333,0.374870229,82.96486995,10.73096873,5.209824779,4.832043132,2.341154032,23.17330216,13.36665216,22.74685661,0.0240673,0.04641036,0.516751556,0.563,0.495750591,0.665844101
24,SF,5,0.249570974,0.49957079,0.4195101,83.01566943,11.2509468,5.082563946,4.944437632,2.218188932,22.0163255,12.2096755,21.37066426,0.021873419,0.045097518,0.604763153,0.629,0.396774203,0.666947694
24,SS,1,0.262872768,0.512711194,0.336583841,82.55317901,9.88717733,5.14075873,4.391916088,2.273679688,25.87217144,16.06552144,24.05019436,0.025628272,0.047792146,0.452056422,0.484,0.543125555,0.69542116
24,SS,2,0.282565572,0.531568972,0.326384925,81.65746841,9.764752943,5.224273993,4.542813624,2.365737324,31.86334392,22.05669392,24.10006137,0.026676832,0.050521653,0.390840195,0.463,0.610292812,0.704935044
24,SS,3,0.313513548,0.559922805,0.402475948,83.22263456,10.82195505,5.349844346,5.061779313,2.492437013,23.32129967,13.51464967,22.86361169,0.025671316,0.050662634,0.494498126,0.558,0.561852236,0.721283062
24,SS,4,0.27259292,0.522104319,0.353491732,83.07868857,9.409024125,5.182357975,4.250539291,2.318629241,27.71962388,17.91297388,25.18816842,0.027851039,0.049154923,0.396568744,0.431,0.632466172,0.820166431
24,SS,5,0.260448448,0.510341501,0.345636605,82.94428252,10.15126889,5.130264093,4.562894313,2.268138213,24.50789781,14.70124781,23.3266229,0.024656886,0.048160665,0.463265976,0.512,0.508688374,0.675071494
24,ST,1,0.236679792,0.486497474,0.304011053,83.20359195,8.221634174,5.024666274,3.719673307,2.160415957,35.16266463,25.35601463,32.21783985,0.028849598,0.050125654,0.279688646,0.326,0.726011631,0.932549243
24,ST,2,0.267177776,0.516892422,0.353491732,82.74050867,8.562183644,5.159276094,4.004737526,2.308187076,42.98777053,33.18112053,30.97865896,0.030198133,0.052106881,0.2930628,0.347,0.769964771,1.018708161
24,ST,3,0.305179228,0.552430292,0.356129721,82.15828797,9.317775527,5.316662327,4.302188723,2.448731873,35.63633167,25.82968167,24.44999828,0.030239439,0.054709922,0.347038388,0.408,0.747988304,0.872866962
24,ST,4,0.302039045,0.54958079,0.368122028,82.92171664,10.43292071,5.304042762,4.800694331,2.437291681,26.31506062,16.50841062,23.4494663,0.026394634,0.050497714,0.45744135,0.523,0.577512514,0.70386621
24,ST,5,0.278048794,0.527303323,0.33274086,82.82443707,9.029976254,5.205382754,4.290723216,2.339199866,42.29500524,32.48835524,26.74585036,0.028618709,0.050631373,0.301687683,0.39,0.712945627,0.853181693
2,SF,1,0.214494858,0.463135896,0.244932116,79.15698197,7.676873724,4.921205074,3.426875978,2.053944978,43.62685279,33.82020279,31.40392595,0.029022312,0.052604399,0.242877947,0.281,0.763326896,0.871644542
2,SF,2,0.198377034,0.445395368,0.267340311,79.41508536,8.13767217,4.84263777,3.479690902,1.979273452,34.00424476,24.19759476,28.91969441,0.026227943,0.045845001,0.309472794,0.336,0.59040784,0.795655689
2,SF,3,0.223214794,0.472456129,0.266196611,79.23852878,8.698815155,4.962481505,3.886351876,2.101541576,33.07456663,23.26791663,26.82167416,0.025951377,0.045550058,0.31594483,0.381,0.585865601,0.698678769
2,SF,4,0.25116243,0.501161082,0.288346156,79.0258756,8.570967608,5.089606858,3.898991914,2.231861414,33.72465005,23.91800005,28.08738256,0.02910836,0.050353969,0.299317586,0.355,0.707499803,0.812242692
2,SF,5,0.231487505,0.481131484,0.277743941,79.29380011,8.580329219,5.000901969,3.803294452,2.145970602,31.91346608,22.10681608,27.6428926,0.027359281,0.048139512,0.321754107,0.365,0.634212344,0.760942305
2,SS,1,0.243850847,0.493812563,0.240568157,79.31781595,8.195190541,5.057062541,3.92538519,2.20922144,58.30682482,48.50017482,32.08736864,0.028805061,0.051545644,0.228453718,0.32,0.762033897,0.751775491
2,SS,2,0.233739699,0.483466337,0.265055362,79.35848264,8.012077208,5.011242308,3.702670026,2.153219326,38.10002283,28.29337283,28.07677171,0.028791549,0.051550846,0.234839662,0.306,0.763855225,0.866193994
2,SS,3,0.224940215,0.474278626,0.267340311,79.24900713,8.255780529,4.970552779,3.699212402,2.120341752,33.72168431,23.91503431,30.08908359,0.028201237,0.048473628,0.287528638,0.335,0.671463328,0.798030781
2,SS,4,0.253617565,0.503604572,0.278912158,79.27254868,8.16990977,5.10042832,3.776851003,2.237206953,37.75632359,27.94967359,29.70952794,0.030704485,0.052624663,0.255675409,0.313,0.810279761,0.891093158
2,SS,5,0.235203972,0.484978321,0.273095589,79.41138931,7.85206027,5.01793842,3.560433994,2.148276394,46.34725613,36.54060613,33.82310804,0.031118846,0.054223614,0.245448435,0.289,0.813854576,0.944967437
2,ST,1,0.308275989,0.55522607,0.291924357,79.25725971,9.27131726,5.32904396,4.619566287,2.471909937,54.93805887,45.13140887,25.22216901,0.029154237,0.051418122,0.266620098,0.402,0.766855694,0.726179993
2,ST,2,0.297277391,0.545231502,0.306457813,79.2403785,9.45260736,5.28478111,4.642658099,2.426355199,59.87174834,50.06509834,23.88466633,0.028241585,0.051075324,0.297296816,0.425,0.699476213,0.721077206
2,ST,3,0.349096719,0.590844073,0.306457813,79.16232109,8.722979576,5.486785076,4.524759003,2.632075553,65.94842001,56.14177001,28.34606122,0.034466386,0.058068794,0.188701306,0.33,1.057868846,0.928660038
2,ST,4,0.282826434,0.531814285,0.302791351,79.22108181,8.608654659,5.225360409,4.140659437,2.365655787,45.37605291,35.56940291,28.95378285,0.030885159,0.052773013,0.263072319,0.345,0.819786764,0.877656091
2,ST,5,0.297405017,0.545348528,0.293121994,79.75354984,8.717626882,5.285299382,4.324693455,2.422203355,57.1328801,47.3262301,27.86822661,0.030880058,0.05285205,0.230616524,0.35,0.849728619,0.837491412